proposta;id_x;titulo;votos;state;publicacao;comentarios;url;eixo;id_autor;processo;siglaUf;familiaBeneficiariaPBF;racaCor;gpte;idade_final;sex_final;log1p_votos;log1p_comentarios;cadunico;ocupacao_grupo;cluster_k3;regiao;faixaRendaFamiliarPerCapita;faixaEtaria
<p>Proposta realizada na Oficina de Tocantins</p>;29171;"Trabalhar de forma intersetorial para regulamentar a intelig?ncia artificial, assegurando os direitos de autor e direitos conexos de autores e artistas.	";0;N?o analisado;16/12/2024 17:05;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/29171;Eixo 8 - Cultura digital e direitos digitais;446;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31411;"Garantir fomento continuado.	";0;N?o analisado;27/12/2024 22:13;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31411;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31412;"Realizar busca ativa e permanente por p?blico alvo de pol?ticas de fomento.	";0;N?o analisado;27/12/2024 22:13;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31412;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina do Piau?</p>";31413;Fortalecer/impulsionar a forma??o de p?blico.;0;N?o analisado;27/12/2024 22:14;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31413;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina do Piau?</p>";31414;Fortalecer rela??es entre SNC e institui??es de ensino superior para que se tornem territ?rios de fomento cultural.;0;N?o analisado;27/12/2024 22:14;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31414;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31415;Construir centros de forma??o voltados para a forma??o em fomento ? cultura, apoiando os trabalhadores no acesso ? recursos.  ;1;N?o analisado;27/12/2024 22:14;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31415;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31416;"Viabilizar fomentos ? cultura priorit?rios para a revitaliza??o de centros urbanos nos pequenos munic?pios do Brasil, fortalecendo fazedores de cultura a atuarem em suas localidades.   	";0;N?o analisado;27/12/2024 22:15;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31416;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina do Piau?</p>";31417;Estabelecer mecanismos de mapeamento locais para busca ativa de novos fazedores de cultura nos munic?pios do Brasil.;1;N?o analisado;27/12/2024 22:15;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31417;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31418;Fortalecer a estrutura??o de fundos de financiamento para a cultura de forma permanente, cont?nua e organizada.  ;0;N?o analisado;27/12/2024 22:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31418;Eixo 1 - Gest?o e participa??o;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31419;Garantir mecanismos independentes de sele??o dos projetos culturais fomentados, com avaliadores externos ao territ?rio a ser contemplado.  ;0;N?o analisado;27/12/2024 22:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31419;Eixo 2 - Fomento ? cultura;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31420;"Garantir fomento para continuidade dos pontos de mem?ria.	";0;N?o analisado;27/12/2024 22:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31420;Eixo 3 - Patrim?nio e mem?ria;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31421;"Garantir fomento p?blico a curto e longo prazo para culturas populares tradicionais.	";1;N?o analisado;27/12/2024 22:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31421;Eixo 3 - Patrim?nio e mem?ria;443;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31422;"Focar na preserva??o do patrim?nio em regi?es com menor acesso a recursos, priorizando ?reas rurais, quilombolas e ind?genas.	";5;N?o analisado;27/12/2024 22:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31422;Eixo 3 - Patrim?nio e mem?ria;443;Plano Cultura;;;;;56;Feminino;1,79E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina do Piau?</p>;31423;"Garantir a bolsa de um sal?rio m?nimo por lei e direitos previdenci?rios para mestres e mestras da cultura popular.	";2;N?o analisado;27/12/2024 22:18;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31423;Eixo 3 - Patrim?nio e mem?ria;443;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Piau?</p>;31477;Todos os munic?pios do Brasil possuem pelo menos 1 equipamento multi-cultural.  ;0;N?o analisado;27/12/2024 22:56;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31477;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;443;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina da Bahia</p>";31431;Programa nacional de forma??o em gest?o e pol?tica cultural destinado a gestores, conselheiros, agentes culturais implementado de forma continuada e descentralizada. ;0;N?o analisado;27/12/2024 22:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31431;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31432;"Sistema de participa??o social fortalecido no ?mbito da cultura com participa??o diversa, democr?tica e composta para iniciativas sociais institucionalizadas e autogestionadas de livre express?o da sociedade. 	";0;N?o analisado;27/12/2024 22:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31432;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31433;"Comiss?es intergestoras do SNC implementadas. 	";0;N?o analisado;27/12/2024 22:26;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31433;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina da Bahia</p>";31434;Sistema de informa??es e indicadores implementados de forma estruturada, com abrang?ncia nacional, em dados abertos. ;0;N?o analisado;27/12/2024 22:26;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31434;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31444;"Garantir que 50% das institui??es de ensino superior, escolas p?blicas e outros espa?os de educa??o incluam nos conte?dos curriculares os saberes e conhecimentos das culturas tradicionais e populares.	";0;N?o analisado;27/12/2024 22:31;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31444;Eixo 4 - Forma??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31448;"Todos os munic?pios com, pelo menos, 01 ponto de cultura certificado e fomentado. 	";0;N?o analisado;27/12/2024 22:32;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31448;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31435;"100% dos munic?pios com SNC implementado. 	";0;N?o analisado;27/12/2024 22:26;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31435;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31436;"?rg?os de cultura com quadro de pessoal t?cnico efetivo e seus respectivos planos de carreira institu?dos. 	";1;N?o analisado;27/12/2024 22:27;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31436;Eixo 1 - Gest?o e participa??o;439;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina da Bahia</p>";31437;Implatar mecanismo de fomento para a??es continuadas e permanentes.;0;N?o analisado;27/12/2024 22:27;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31437;Eixo 2 - Fomento ? cultura;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31438;"Lei Aldir Blanc se torna pol?tica de Estado com continuidade e perman?ncia garantida.	";0;N?o analisado;27/12/2024 22:28;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31438;Eixo 2 - Fomento ? cultura;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31439;Com cadastro ?nico, programas de fomento ? cultura tiram agentes culturais de situa??o de vulnerabilidade.;0;N?o analisado;27/12/2024 22:28;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31439;Eixo 2 - Fomento ? cultura;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31440;"Pol?ticas culturais reduzem em 40% desigualdade social no Brasil.	";1;N?o analisado;27/12/2024 22:29;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31440;Eixo 2 - Fomento ? cultura;439;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31441;"Garantir a implementa??o de um curr?culo de educa??o patrimonial, levando em considera??o o patrim?nio material e imaterial em todos os n?veis da educa??o b?sica e superior.	";3;N?o analisado;27/12/2024 22:29;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31441;Eixo 3 - Patrim?nio e mem?ria;439;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31442;"Criar pol?tica de fomento desburocratizada e articulada com os entes federados, para estrutura??o e manuten??o dos espa?os de mem?ria comunit?rios e tradicionais.	";0;N?o analisado;27/12/2024 22:30;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31442;Eixo 3 - Patrim?nio e mem?ria;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31443;"Garantir o reconhecimento e inclus?o de comunidades, mestres e mestras das culturas tradicionais e populares e coletivos produtores de mem?ria na pol?tica de Estado.	";3;N?o analisado;27/12/2024 22:30;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31443;Eixo 3 - Patrim?nio e mem?ria;439;Plano Cultura;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina da Bahia</p>";31445;Consolidar acordo de coopera??o t?cnica MinC<>MEC para garantia de curr?culo de ensino das artes e cultura em todos os n?veis da educa??o b?sica.;0;N?o analisado;27/12/2024 22:31;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31445;Eixo 4 - Forma??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31446;"Construir programas de forma??o continuada, articulado entre os entes federados, para atender os trabalhadores da cultura, com garantia de inclus?o da multiplicidade de saberes e fazeres locais.	";0;N?o analisado;27/12/2024 22:31;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31446;Eixo 4 - Forma??o;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31447;"Ampliar, qualificar e profissionalizar a atua??o dos trabalhadores t?cnicos da cultura, fortalecendo as redes e arranjos produtivos locais.	";1;N?o analisado;27/12/2024 22:32;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31447;Eixo 4 - Forma??o;439;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina da Bahia</p>";31449;Territ?rios perif?ricos contemplados com c?us e movc?us no territ?rio nacional. ;0;N?o analisado;27/12/2024 22:32;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31449;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31450;"Espa?os culturais e de uso cultural certificados e com recursos para manuten??o. 	";0;N?o analisado;27/12/2024 22:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31450;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31451;"Espa?os de uso cultural e comunit?rio fomentados para manuten??o das suas atividades e preserva??o da mem?ria. 	";0;N?o analisado;27/12/2024 22:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31451;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31452;"Grupos e coletivos culturais fomentados para ocupar equipamentos e espa?os culturais. 	";1;N?o analisado;27/12/2024 22:33;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31452;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;439;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31453;"Implantar programa de renda m?nima com base no sal?rio m?nimo para os trabalhadores da cultura.	";2;N?o analisado;27/12/2024 22:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31453;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31454;"Reconhecer economias criativas e suas express?es como patrim?nio brasileiro nas tr?s esferas.	";0;N?o analisado;27/12/2024 22:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31454;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31455;Garantir aos trabalhadores da cultura acesso ? assist?ncia m?dica pelo INSS;0;N?o analisado;27/12/2024 22:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31455;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31456;"Contemplar 100% das categorias de trabalhadores da cultura nos CNAEs.	";0;N?o analisado;27/12/2024 22:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31456;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31457;"Aprovar CNPJ da cultura, que tenha isen??o de impostos para institui??es sem fim lucrativos (contemplando institui??es que j? foram certificadas ou ainda ser?o).	";0;N?o analisado;27/12/2024 22:35;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31457;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina da Bahia</p>;31458;"Dobra n?mero de fazedores de cultura nas periferias.	";0;N?o analisado;27/12/2024 22:36;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31458;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;439;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31179;"Garantir infraestrutura, equipamentos e ferramentas tecnol?gicas para acesso ? internet de qualidade nos territ?rios com alto ?ndice de vulnerabilidade social, assim como territ?rios ind?genas, ribeirinhos, Quilombolas?e?afins	";0;N?o analisado;27/12/2024 01:20;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31179;Eixo 8 - Cultura digital e direitos digitais;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31180;"Unificar, integrar e promover nacionalmente, plataformas de interc?mbio cultural, com acessibilidade plena, fomentando a??es de forma??o e execu??o de projetos?culturais	";1;N?o analisado;27/12/2024 01:20;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31180;Eixo 8 - Cultura digital e direitos digitais;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31181;"Criar, assegurar e manter pol?ticas de informa??o para salvaguardar a mem?ria, a preserva??o e o acesso cultural dentro do ambiente?digital	";0;N?o analisado;27/12/2024 01:20;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31181;Eixo 8 - Cultura digital e direitos digitais;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31474;"Erradicar o racismo e a intoler?ncia religiosa em 100% dos munic?pios.	";0;N?o analisado;27/12/2024 22:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31474;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Rond?nia</p>";31459;Garantir, desenvolver, promover e facilitar os diversos mecanismos de fomento e acesso ? cultura, de forma descentralizada, democratizada e acess?vel, considerando o fator amaz?nico e as ?reas?fronteiri?as;1;N?o analisado;27/12/2024 22:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31459;Eixo 2 - Fomento ? cultura;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31463;"Ampliar a oferta de forma??o t?cnica e profissional, nos campos da cultura e artes, de forma descentralizada, considerando as especificidades?territoriais	";2;N?o analisado;27/12/2024 22:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31463;Eixo 4 - Forma??o;444;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31486;"Cria??o e execu??o de um calend?rio cultural obrigat?rio 	";1;N?o analisado;27/12/2024 23:00;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31486;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31460;"Garantir a continuidade e a perman?ncia das pol?ticas de fomento e a??es culturais no territ?rio?nacional	";0;N?o analisado;27/12/2024 22:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31460;Eixo 2 - Fomento ? cultura;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31461;"Criar, estruturar, integrar e efetivar o fundo amaz?nico cultural dentro do Sistema Nacional de Cultura, com garantia de perman?ncia?e?continuidade	";0;N?o analisado;27/12/2024 22:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31461;Eixo 2 - Fomento ? cultura;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31462;"Garantir a presen?a de conte?dos e disciplinas de arte e cultura no curr?culo escolar, priorizando e valorizando os artistas, os fazedores de cultura e as produ??es?regionais	";2;N?o analisado;27/12/2024 22:38;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31462;Eixo 4 - Forma??o;444;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31488;"Cria??o e implementa??o de dispositivos de compensa??o e contrapartida para ?reas de fronteira e de preserva??o	";0;N?o analisado;27/12/2024 23:01;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31488;Eixo 7 - Bem viver e justi?a clim?tica;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31464;"Promover a manuten??o e cria??o de espa?os e lugares acess?veis de promo??o cultural, frui??o art?stica e atividades?formativas	";1;N?o analisado;27/12/2024 22:39;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31464;Eixo 4 - Forma??o;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31465;"Promover a implanta??o e a continuidade de programas permanentes de forma??o para alunos e professores do ensino ensino p?blico, com parceria com o MEC, por meio de a??es realizadas por OSC?s, coletivos e grupos art?sticos em seus?territ?rios	";1;N?o analisado;27/12/2024 22:39;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31465;Eixo 4 - Forma??o;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Rond?nia</p>";31466;Garantir que haja, no quadro de gest?es culturais, pessoas LGBTQIAPN+. ;0;N?o analisado;27/12/2024 22:40;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31466;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31467;"100% dos munic?pios organizam dados sobre gest?o e participa??o social	";0;N?o analisado;27/12/2024 22:40;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31467;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
